bucket_start,machine_id,planned_time_sec,availability_loss_sec,ideal_cycle_time_total_sec,actual_cycle_time_total_sec,total_parts,good_parts,scrap_parts,energy_total_kwh,energy_productive_kwh,energy_non_productive_kwh,energy_non_productive_stop_kwh,good_cycle_energy_kwh,availability,performance,quality,oee,scrap_rate,cycle_energy_per_good_part_kwh,system_energy_per_good_part_kwh,non_productive_energy_ratio
2026-03-01 17:00:00+00:00,DMU50_001,3600.0,1200.0,1320.0,1339.44,3,2,1,9.96816,8.388,1.17325,0.40691,3.97862,0.6666666666666666,0.9854864719584304,0.6666666666666666,0.4379939875370802,0.3333333333333333,1.98931,4.98408,0.1585207300043338
2026-03-01 18:00:00+00:00,DMU50_001,3600.0,300.0,1740.0,1755.811,4,3,1,11.28505,10.16446,0.93096,0.18963,6.27413,0.9166666666666666,0.9909950444552403,0.75,0.6813090930629777,0.25,2.0913766666666667,3.7616833333333335,0.09929862960288169
2026-03-01 19:00:00+00:00,DMU50_001,3600.0,960.0,1380.0,1369.028,3,2,1,9.56262,8.11472,1.10083,0.34707,4.53968,0.7333333333333333,1.0080144452852682,0.6666666666666666,0.4928070621394644,0.3333333333333333,2.26984,4.78131,0.15141247900679938
2026-03-01 20:00:00+00:00,DMU50_001,3600.0,840.0,840.0,879.097,2,1,1,10.17839,8.78228,0.94368,0.45243,2.28428,0.7666666666666667,0.9555259544737384,0.5,0.36628494921493304,0.5,2.28428,10.17839,0.13716412910096784
2026-03-01 21:00:00+00:00,DMU50_001,3600.0,660.0,1680.0,1676.411,4,3,1,10.84934,9.72113,0.95617,0.17204,5.22137,0.8166666666666667,1.0021408831127927,0.75,0.6138112909065855,0.25,1.7404566666666668,3.6164466666666666,0.10398881406610909
2026-03-01 22:00:00+00:00,DMU50_001,3600.0,780.0,1200.0,1202.463,3,2,1,9.57258,8.36989,0.74077,0.46192,3.27261,0.7833333333333333,0.9979517041272787,0.6666666666666666,0.5211525565998011,0.3333333333333333,1.636305,4.78629,0.12563906491248963
2026-03-01 23:00:00+00:00,DMU50_001,3600.0,1080.0,840.0,836.427,2,1,1,8.98552,7.22288,1.52939,0.23325,1.48898,0.7,1.004271741586534,0.5,0.35149510955528696,0.5,1.48898,8.98552,0.19616449576652215
2026-03-02 00:00:00+00:00,DMU50_001,3600.0,960.0,1200.0,1226.436,3,2,1,10.24419,8.41802,1.35259,0.47358,4.03573,0.7333333333333333,0.9784448597399293,0.6666666666666666,0.4783508203172988,0.3333333333333333,2.017865,5.122095,0.17826397206611747
2026-03-02 01:00:00+00:00,DMU50_001,3600.0,480.0,1680.0,1729.515,4,3,1,11.29072,9.73839,1.08927,0.46306,5.80551,0.8666666666666667,0.9713705865517211,0.75,0.6313908812586188,0.25,1.93517,3.7635733333333334,0.13748724616322078
2026-03-02 02:00:00+00:00,DMU50_001,3600.0,600.0,1500.0,1515.999,3,2,1,10.34006,9.10114,1.23892,0.0,4.49267,0.8333333333333334,0.9894465629594742,0.6666666666666666,0.5496925349774857,0.3333333333333333,2.246335,5.17003,0.1198174865523024
2026-03-02 03:00:00+00:00,DMU50_001,3600.0,1260.0,1020.0,1060.999,2,1,1,9.49864,7.89252,0.90262,0.7035,2.52173,0.65,0.9613581162658966,0.5,0.3124413877864164,0.5,2.52173,9.49864,0.16908946965039207
2026-03-02 04:00:00+00:00,DMU50_001,3600.0,1320.0,1200.0,1221.735,3,2,1,8.81897,7.07406,1.27098,0.47393,3.45489,0.6333333333333333,0.982209726331815,0.6666666666666666,0.41471077334009965,0.3333333333333333,1.727445,4.409485,0.19785870685578927
2026-03-02 05:00:00+00:00,DMU50_001,3600.0,1320.0,1200.0,1243.925,3,2,1,9.71375,7.69734,1.15263,0.86378,3.78322,0.6333333333333333,0.9646883855537914,0.6666666666666666,0.4073128739004897,0.3333333333333333,1.89161,4.856875,0.20758306524256853
2026-03-02 06:00:00+00:00,DMU50_001,3600.0,780.0,1680.0,1709.818,4,3,1,10.89797,9.50705,1.09884,0.29208,5.52123,0.7833333333333333,0.9825607169885918,0.75,0.5772544212307976,0.25,1.84041,3.6326566666666666,0.12763110927998517
2026-03-02 07:00:00+00:00,DMU50_001,3600.0,600.0,1680.0,1677.241,4,3,1,10.8541,9.36055,1.3142,0.17935,5.46186,0.8333333333333334,1.0016449633654316,0.75,0.6260281021033948,0.25,1.82062,3.6180333333333334,0.1376023806672133
2026-03-02 08:00:00+00:00,DMU50_001,3600.0,1080.0,1380.0,1384.265,3,2,1,9.9791,8.65629,0.851,0.47181,3.9923,0.7,0.9969189425435159,0.6666666666666666,0.4652288398536407,0.3333333333333333,1.99615,4.98955,0.13255804631680213
2026-03-02 09:00:00+00:00,DMU50_001,3600.0,600.0,2040.0,2129.404,4,2,2,11.76603,10.62798,0.73387,0.40418,4.70525,0.8333333333333334,0.9580145430364553,0.5,0.3991727262651897,0.5,2.352625,5.883015,0.09672336378540596
2026-03-02 10:00:00+00:00,DMU50_001,3600.0,1200.0,960.0,1020.33,2,2,0,8.9893,7.29494,1.03999,0.65437,4.44562,0.6666666666666666,0.9408720708006233,1.0,0.6272480472004156,0.0,2.22281,4.49465,0.1884863115036766
2026-03-02 11:00:00+00:00,DMU50_001,3600.0,540.0,1200.0,1173.038,3,2,1,10.27829,9.42626,0.62053,0.2315,3.52889,0.85,1.0229847626419604,0.6666666666666666,0.5796913654971109,0.3333333333333333,1.764445,5.139145,0.08289608485458184
2026-03-02 12:00:00+00:00,DMU50_001,3600.0,480.0,840.0,880.263,2,1,1,9.9168,8.86347,0.75024,0.30309,2.30933,0.8666666666666667,0.9542602608538584,0.5,0.41351277970333866,0.5,2.30933,9.9168,0.10621672313649565
2026-03-02 13:00:00+00:00,DMU50_001,3600.0,540.0,1740.0,1714.222,4,3,1,10.83812,9.25882,1.45723,0.12207,5.20232,0.85,1.0150377255688003,0.75,0.6470865500501102,0.25,1.7341066666666667,3.6127066666666665,0.14571715389753942
2026-03-02 14:00:00+00:00,DMU50_001,3600.0,840.0,1380.0,1363.352,3,2,1,9.5757,8.2747,0.94761,0.35339,4.03907,0.7666666666666667,1.0122110797504973,0.6666666666666666,0.5173523296502541,0.3333333333333333,2.019535,4.78785,0.1358647409588855
2026-03-02 15:00:00+00:00,DMU50_001,3600.0,720.0,840.0,859.671,2,1,1,10.2201,9.33251,0.54189,0.3457,1.72999,0.8,0.9771179904870584,0.5,0.3908471961948234,0.5,1.72999,10.2201,0.08684748681519751
2026-03-02 16:00:00+00:00,DMU50_001,3600.0,900.0,1380.0,1420.536,3,2,1,10.11348,8.64326,1.07857,0.39165,3.97757,0.75,0.9714642923516194,0.6666666666666666,0.4857321461758097,0.3333333333333333,1.988785,5.05674,0.14537231496972358
2026-03-02 17:00:00+00:00,DMU50_001,3600.0,660.0,1680.0,1765.323,4,3,1,11.19997,10.0941,0.81853,0.28734,6.21953,0.8166666666666667,0.9516672019794677,0.75,0.582896161212424,0.25,2.073176666666667,3.7333233333333333,0.09873865733568929
2026-03-02 18:00:00+00:00,DMU50_001,3600.0,900.0,2160.0,2185.559,5,3,2,11.12295,9.80824,0.67932,0.63539,5.78467,0.75,0.9883055090253797,0.6,0.4447374790614209,0.4,1.9282233333333334,3.70765,0.11819796007354164
2026-03-02 19:00:00+00:00,DMU50_001,3600.0,720.0,1680.0,1763.201,4,3,1,11.28536,10.03024,1.25512,0.0,5.74517,0.8,0.9528125267624055,0.75,0.5716875160574433,0.25,1.9150566666666666,3.7617866666666666,0.1112166559152743
2026-03-02 20:00:00+00:00,DMU50_001,3600.0,840.0,1680.0,1680.99,4,2,2,11.05612,9.9884,0.77471,0.29301,3.75495,0.7666666666666667,0.9994110613388539,0.5,0.38310757351322733,0.5,1.877475,5.52806,0.09657275789336585
2026-03-02 21:00:00+00:00,DMU50_001,3600.0,1200.0,1680.0,1712.33,4,3,1,9.64575,8.35744,0.50179,0.78652,5.92638,0.6666666666666666,0.9811192935941087,0.75,0.4905596467970543,0.25,1.97546,3.21525,0.13356244978358345
2026-03-02 22:00:00+00:00,DMU50_001,3600.0,600.0,720.0,748.847,2,1,1,9.93778,8.52334,0.94989,0.46455,1.7484,0.8333333333333334,0.9614781123513882,0.5,0.40061588014641175,0.5,1.7484,9.93778,0.1423295746132436
2026-03-02 23:00:00+00:00,DMU50_001,3600.0,780.0,2040.0,2066.626,4,3,1,10.81064,9.44456,0.8883,0.47778,7.0534,0.7833333333333333,0.9871161980929302,0.75,0.5799307663795965,0.25,2.3511333333333333,3.603546666666667,0.12636439655746562
2026-03-03 00:00:00+00:00,DMU50_001,3600.0,360.0,1380.0,1390.2,3,2,1,11.4311,10.38964,0.8066,0.23486,4.06201,0.9,0.9926629261976694,0.6666666666666666,0.5955977557186016,0.3333333333333333,2.031005,5.71555,0.09110759244517151
2026-03-03 01:00:00+00:00,DMU50_001,3600.0,1200.0,1320.0,1353.029,3,2,1,10.00185,8.19963,1.15688,0.64534,4.47322,0.6666666666666666,0.9755888454719005,0.6666666666666666,0.43359504243195574,0.3333333333333333,2.23661,5.000925,0.18018866509695705
2026-03-03 02:00:00+00:00,DMU50_001,3600.0,960.0,1200.0,1163.485,3,2,1,9.14187,7.96399,0.76451,0.41337,3.47641,0.7333333333333333,1.0313841605177547,0.6666666666666666,0.5042322562531246,0.3333333333333333,1.738205,4.570935,0.12884453618351607
2026-03-03 03:00:00+00:00,DMU50_001,3600.0,420.0,1200.0,1220.144,3,2,1,11.06703,10.08035,0.68351,0.30317,3.25569,0.8833333333333333,0.9834904732556158,0.6666666666666666,0.579166612028307,0.3333333333333333,1.627845,5.533515,0.08915490425163752
2026-03-03 04:00:00+00:00,DMU50_001,3600.0,840.0,1680.0,1689.413,4,3,1,10.86093,9.22688,1.63405,0.0,5.79072,0.7666666666666667,0.9944282422356168,0.75,0.5717962392854796,0.25,1.93024,3.62031,0.15045212518633302
2026-03-03 05:00:00+00:00,DMU50_001,3600.0,600.0,1380.0,1452.463,3,2,1,10.79838,9.83335,0.96503,0.0,4.02205,0.8333333333333334,0.9501102609842729,0.6666666666666666,0.5278390338801516,0.3333333333333333,2.011025,5.39919,0.08936803483485486
2026-03-03 06:00:00+00:00,DMU50_001,3600.0,600.0,1860.0,1891.699,4,2,2,11.33304,10.14584,0.89241,0.29479,3.49927,0.8333333333333334,0.9832431058006585,0.5,0.40968462741694106,0.5,1.749635,5.66652,0.10475565249924115
2026-03-03 07:00:00+00:00,DMU50_001,3600.0,540.0,2160.0,2204.818,5,4,1,11.83203,10.79443,1.0376,0.0,7.52133,0.85,0.9796726986082298,0.8,0.6661774350535963,0.2,1.8803325,2.9580075,0.08769416575177717
2026-03-03 08:00:00+00:00,DMU50_001,3600.0,900.0,720.0,727.015,2,1,1,9.23377,7.87652,0.95598,0.40127,1.49108,0.75,0.9903509556198978,0.5,0.3713816083574617,0.5,1.49108,9.23377,0.14698763343683025
2026-03-03 09:00:00+00:00,DMU50_001,3600.0,960.0,1200.0,1230.56,3,2,1,9.69939,8.74231,0.21938,0.7377,3.22405,0.7333333333333333,0.975165778182291,0.6666666666666666,0.47674771377800895,0.3333333333333333,1.612025,4.849695,0.09867424652478146
2026-03-03 10:00:00+00:00,DMU50_001,3600.0,660.0,2340.0,2344.18,5,3,2,12.03141,10.79692,0.75313,0.48136,6.46939,0.8166666666666667,0.9982168604799972,0.6,0.4891262616351987,0.4,2.1564633333333334,4.01047,0.10260559651778138
2026-03-03 11:00:00+00:00,DMU50_001,3600.0,720.0,1320.0,1348.296,3,2,1,10.31333,9.11327,0.9696,0.23046,3.75418,0.8,0.9790135103864434,0.6666666666666666,0.5221405388727698,0.3333333333333333,1.87709,5.156665,0.11636008932129584
2026-03-03 12:00:00+00:00,DMU50_001,3600.0,1020.0,1200.0,1197.627,3,2,1,9.14611,7.75921,1.03373,0.35317,3.28918,0.7166666666666667,1.0019814182545985,0.6666666666666666,0.47872445538830816,0.3333333333333333,1.64459,4.573055,0.15163823745832927
2026-03-03 13:00:00+00:00,DMU50_001,3600.0,960.0,720.0,711.177,2,2,0,9.31346,7.75346,1.15415,0.40585,3.26007,0.7333333333333333,1.0124061942385651,1.0,0.7424312091082811,0.0,1.630035,4.65673,0.16749951145975825
2026-03-03 14:00:00+00:00,DMU50_001,3600.0,780.0,1860.0,1945.346,4,2,2,10.84911,9.7506,0.70281,0.3957,4.31715,0.7833333333333333,0.9561281129423763,0.5,0.3744835109024307,0.5,2.158575,5.424555,0.10125346687424129
2026-03-03 15:00:00+00:00,DMU50_001,3600.0,720.0,1560.0,1614.545,3,2,1,11.313,10.30878,0.40733,0.59689,4.46705,0.8,0.966216488236624,0.6666666666666666,0.5153154603928661,0.3333333333333333,2.233525,5.6565,0.08876690533015115
2026-03-03 16:00:00+00:00,DMU50_001,3600.0,1440.0,1320.0,1318.546,3,2,1,9.32945,7.69954,0.71159,0.91832,4.01782,0.6,1.0011027298251256,0.6666666666666666,0.40044109193005023,0.3333333333333333,2.00891,4.664725,0.17470590442094658
2026-03-03 17:00:00+00:00,DMU50_001,3600.0,840.0,1680.0,1749.038,4,3,1,10.16233,8.58056,1.10263,0.47914,6.24659,0.7666666666666667,0.9605280159722087,0.75,0.55230360918402,0.25,2.082196666666667,3.387443333333333,0.15565032822197272
2026-03-03 18:00:00+00:00,DMU50_001,3600.0,540.0,1680.0,1714.724,4,3,1,11.51661,10.6864,0.53794,0.29227,5.27832,0.85,0.9797495107084289,0.75,0.6245903130766234,0.25,1.75944,3.83887,0.07208805368941033
2026-03-03 19:00:00+00:00,DMU50_001,3600.0,540.0,1200.0,1226.311,3,2,1,10.75067,9.49508,1.01369,0.2419,3.78558,0.85,0.9785445943157975,0.6666666666666666,0.5545086034456186,0.3333333333333333,1.89279,5.375335,0.11679179065118732
2026-03-03 20:00:00+00:00,DMU50_001,3600.0,780.0,1560.0,1572.308,3,2,1,9.76348,8.07325,1.38261,0.30762,4.45238,0.7833333333333333,0.9921720171874722,0.6666666666666666,0.5181342756423466,0.3333333333333333,2.22619,4.88174,0.17311757692953741
2026-03-03 21:00:00+00:00,DMU50_001,3600.0,540.0,1860.0,1852.655,4,2,2,12.18522,11.43643,0.74879,0.0,3.53215,0.85,1.0039645805614106,0.5,0.42668494673859947,0.5,1.766075,6.09261,0.06145067549047124
2026-03-03 22:00:00+00:00,DMU50_001,3600.0,1560.0,1020.0,1022.016,2,2,0,8.61641,6.58795,1.16027,0.86819,4.52104,0.5666666666666667,0.9980274281420252,1.0,0.5655488759471476,0.0,2.26052,4.308205,0.23541823102661086
2026-03-03 23:00:00+00:00,DMU50_001,3600.0,1140.0,720.0,759.378,2,1,1,8.67585,7.03652,1.17946,0.45987,1.74402,0.6833333333333333,0.9481444023924843,0.5,0.3239493374840988,0.5,1.74402,8.67585,0.18895324377438522
2026-03-04 00:00:00+00:00,DMU50_001,3600.0,840.0,540.0,540.869,1,1,0,8.81599,7.79546,0.569,0.45153,2.53554,0.7666666666666667,0.9983933262952767,1.0,0.7654348834930454,0.0,2.53554,8.81599,0.11575897885546603
2026-03-04 01:00:00+00:00,DMU50_001,3600.0,1140.0,1680.0,1690.126,4,2,2,9.88033,8.42912,0.82144,0.62977,3.70892,0.6833333333333333,0.994008730710018,0.5,0.3396196496592562,0.5,1.85446,4.940165,0.14687869737144407
2026-03-04 02:00:00+00:00,DMU50_001,3600.0,900.0,1680.0,1672.805,4,3,1,10.64914,9.56768,0.6175,0.46396,5.75472,0.75,1.0043011588320216,0.75,0.5649194018430123,0.25,1.91824,3.5497133333333335,0.10155374048984238
2026-03-04 03:00:00+00:00,DMU50_001,3600.0,1020.0,840.0,831.41,2,1,1,9.33713,7.67772,1.37742,0.28199,2.00586,0.7166666666666667,1.010331845900338,0.5,0.36203557811428777,0.5,2.00586,9.33713,0.17772163394961835
2026-03-04 04:00:00+00:00,DMU50_001,3600.0,720.0,1680.0,1738.62,4,3,1,10.61115,9.15909,1.15441,0.29765,5.71069,0.8,0.9662836042378438,0.75,0.5797701625427063,0.25,1.9035633333333333,3.53705,0.13684284926704457
2026-03-04 05:00:00+00:00,DMU50_001,3600.0,900.0,1680.0,1655.464,4,3,1,11.15186,9.89515,0.9739,0.28281,5.48483,0.75,1.014821222328,0.75,0.5708369375594999,0.25,1.8282766666666668,3.717286666666667,0.11269061842598455
2026-03-04 06:00:00+00:00,DMU50_001,3600.0,840.0,1680.0,1702.786,4,2,2,10.70163,9.47272,1.05038,0.17853,3.7888,0.7666666666666667,0.9866184006680816,0.5,0.37820372025609794,0.5,1.8944,5.350815,0.11483390847936249
2026-03-04 07:00:00+00:00,DMU50_001,3600.0,780.0,840.0,872.372,2,2,0,9.55013,8.30449,0.70211,0.54353,3.76068,0.7833333333333333,0.9628919772757494,1.0,0.754265382199337,0.0,1.88034,4.775065,0.13043173234291053
2026-03-04 08:00:00+00:00,DMU50_001,3600.0,960.0,1320.0,1320.08,3,2,1,9.94133,8.2506,1.69073,0.0,3.50481,0.7333333333333333,0.9999393976122659,0.6666666666666666,0.4888592610548856,0.3333333333333333,1.752405,4.970665,0.17007080541537198
2026-03-04 09:00:00+00:00,DMU50_001,3600.0,120.0,1680.0,1653.986,4,2,2,11.56067,10.20497,1.3557,0.0,3.6756,0.9666666666666667,1.0157280654128873,0.5,0.49093523161622893,0.5,1.8378,5.780335,0.11726828981365267
2026-03-04 10:00:00+00:00,DMU50_001,3600.0,900.0,2520.0,2621.423,5,4,1,11.55415,10.38808,0.46748,0.69859,9.5025,0.75,0.9613099450184117,0.8,0.576785967011047,0.2,2.375625,2.8885375,0.10092217947663826
2026-03-04 11:00:00+00:00,DMU50_001,3600.0,1140.0,1200.0,1231.375,3,2,1,10.00419,8.68092,0.62605,0.69722,3.75861,0.6833333333333333,0.9745203532636281,0.6666666666666666,0.4439481609312083,0.3333333333333333,1.879305,5.002095,0.13227157820873053
2026-03-04 12:00:00+00:00,DMU50_001,3600.0,900.0,1680.0,1682.035,4,2,2,10.37597,9.01753,0.89525,0.46319,3.77023,0.75,0.9987901559717842,0.5,0.37454630848941906,0.5,1.885115,5.187985,0.13092173551002942
2026-03-04 13:00:00+00:00,DMU50_001,3600.0,600.0,1680.0,1669.421,4,3,1,11.65774,10.56177,1.09597,0.0,5.24029,0.8333333333333334,1.006336927593459,0.75,0.6289605797459119,0.25,1.7467633333333332,3.8859133333333333,0.09401221849174883
2026-03-04 14:00:00+00:00,DMU50_001,3600.0,480.0,2160.0,2224.729,5,3,2,11.38179,10.02376,1.23398,0.12405,6.18949,0.8666666666666667,0.9709047708732165,0.6,0.5048704808540726,0.4,2.0631633333333332,3.79393,0.11931603025534648
2026-03-04 15:00:00+00:00,DMU50_001,3600.0,1080.0,1380.0,1375.306,3,2,1,10.03678,8.76398,0.55974,0.71306,4.02817,0.7,1.003413058621136,0.6666666666666666,0.46825942735653014,0.3333333333333333,2.014085,5.01839,0.12681357965403248
2026-03-04 16:00:00+00:00,DMU50_001,3600.0,660.0,1020.0,1043.549,2,2,0,10.61636,9.26515,0.94556,0.40565,4.79159,0.8166666666666667,0.9774337381378354,1.0,0.7982375528125656,0.0,2.395795,5.30818,0.12727620389662747
2026-03-04 17:00:00+00:00,DMU50_001,3600.0,240.0,2700.0,2680.251,6,4,2,12.70715,11.7538,0.89545,0.0579,8.344,0.9333333333333333,1.0073683397562392,0.6666666666666666,0.6268069669594377,0.3333333333333333,2.086,3.1767875,0.07502469082367014
2026-03-04 18:00:00+00:00,DMU50_001,3600.0,780.0,1200.0,1184.425,3,2,1,10.64492,9.65711,0.80326,0.18455,3.7678,0.7833333333333333,1.013149840639973,0.6666666666666666,0.529089361223097,0.3333333333333333,1.8839,5.32246,0.09279637611179793
2026-03-04 19:00:00+00:00,DMU50_001,3600.0,480.0,1200.0,1241.706,3,2,1,10.70183,9.89187,0.80996,0.0,4.0232,0.8666666666666667,0.9664123391527463,0.6666666666666666,0.5583715737326979,0.3333333333333333,2.0116,5.350915,0.07568425213257919
2026-03-04 20:00:00+00:00,DMU50_001,3600.0,1200.0,1200.0,1176.02,3,2,1,9.21658,7.98761,0.27948,0.94949,2.98134,0.6666666666666666,1.0203908096801075,0.6666666666666666,0.4535070265244922,0.3333333333333333,1.49067,4.60829,0.13334338767742482
2026-03-04 21:00:00+00:00,DMU50_001,3600.0,600.0,1860.0,1908.063,4,2,2,11.51684,10.72928,0.55793,0.22963,4.20977,0.8333333333333334,0.9748105801538,0.5,0.4061710750640833,0.5,2.104885,5.75842,0.06838334126374943
2026-03-04 22:00:00+00:00,DMU50_001,3600.0,840.0,2040.0,2117.067,4,3,1,10.70659,9.29616,0.73933,0.6711,6.74634,0.7666666666666667,0.9635972786879206,0.75,0.5540684352455544,0.25,2.24878,3.5688633333333333,0.13173475401598456
2026-03-04 23:00:00+00:00,DMU50_001,3600.0,660.0,1020.0,1070.458,2,1,1,10.68887,9.82835,0.56565,0.29487,2.26291,0.8166666666666667,0.9528631669808624,0.5,0.38908579318385217,0.5,2.26291,10.68887,0.08050617137265212
2026-03-05 00:00:00+00:00,DMU50_001,3600.0,1020.0,1020.0,1055.254,2,2,0,9.35678,7.80741,1.25007,0.2993,4.4956,0.7166666666666667,0.966591929525972,1.0,0.6927242161602799,0.0,2.2478,4.67839,0.1655879479906549
2026-03-05 01:00:00+00:00,DMU50_001,3600.0,1140.0,1200.0,1282.662,3,2,1,9.64778,8.28072,0.90192,0.46514,4.04003,0.6833333333333333,0.9355543393349144,0.6666666666666666,0.4261969768081277,0.3333333333333333,2.020015,4.82389,0.1416968463211226
2026-03-05 02:00:00+00:00,DMU50_001,3600.0,1080.0,1200.0,1243.48,3,2,1,9.58781,8.17426,0.69015,0.7234,3.98006,0.7,0.9650336153376009,0.6666666666666666,0.45034902049088044,0.3333333333333333,1.99003,4.793905,0.1474319995911475
2026-03-05 03:00:00+00:00,DMU50_001,3600.0,480.0,2580.0,2570.473,5,3,2,12.34649,11.30266,0.80894,0.23489,6.74889,0.8666666666666667,1.00370632175479,0.6,0.5219272873124907,0.4,2.24963,4.115496666666667,0.08454467626021647
2026-03-05 04:00:00+00:00,DMU50_001,3600.0,1140.0,1500.0,1503.894,3,2,1,10.32689,8.42706,1.4289,0.47093,4.19945,0.6833333333333333,0.9974107217662947,0.6666666666666666,0.454375995471312,0.3333333333333333,2.099725,5.163445,0.1839692298455779
2026-03-05 05:00:00+00:00,DMU50_001,3600.0,600.0,1860.0,1886.524,4,3,1,10.7588,9.53969,1.09585,0.12326,6.292,0.8333333333333334,0.985940279582979,0.75,0.6162126747393619,0.25,2.0973333333333333,3.5862666666666665,0.11331282299141168
2026-03-05 06:00:00+00:00,DMU50_001,3600.0,780.0,1200.0,1236.842,3,2,1,10.85714,9.88467,0.61533,0.35714,3.96642,0.7833333333333333,0.9702128485287531,0.6666666666666666,0.5066667097872377,0.3333333333333333,1.98321,5.42857,0.08956962883411285
2026-03-05 07:00:00+00:00,DMU50_001,3600.0,720.0,1380.0,1388.791,3,2,1,10.0843,8.88241,1.07528,0.12661,3.79668,0.8,0.9936700338639868,0.6666666666666666,0.5299573513941263,0.3333333333333333,1.89834,5.04215,0.11918427654869451
2026-03-05 08:00:00+00:00,DMU50_001,3600.0,960.0,1020.0,1056.681,2,1,1,9.58562,8.2357,1.17379,0.17613,2.25719,0.7333333333333333,0.9652865907497153,0.5,0.353938416608229,0.5,2.25719,9.58562,0.1408276146978495
2026-03-05 09:00:00+00:00,DMU50_001,3600.0,420.0,1200.0,1228.996,3,2,1,10.8595,9.9835,0.876,0.0,3.2247,0.8833333333333333,0.9764067580366413,0.6666666666666666,0.5749950908437998,0.3333333333333333,1.61235,5.42975,0.08066669736175698
2026-03-05 10:00:00+00:00,DMU50_001,3600.0,1140.0,1200.0,1223.682,3,2,1,9.4676,8.29489,0.34533,0.82738,3.18603,0.6833333333333333,0.980646932781556,0.6666666666666666,0.44673915826715327,0.3333333333333333,1.593015,4.7338,0.12386560479952681
2026-03-05 11:00:00+00:00,DMU50_001,3600.0,840.0,1020.0,1047.679,2,1,1,9.49684,7.65642,1.54574,0.29468,2.50689,0.7666666666666667,0.973580648271083,0.5,0.3732059151705818,0.5,2.50689,9.49684,0.1937928826851879
2026-03-05 12:00:00+00:00,DMU50_001,3600.0,540.0,1680.0,1683.768,4,3,1,11.18201,10.03871,1.1433,0.0,6.02672,0.85,0.9977621620080677,0.75,0.6360733782801431,0.25,2.008906666666667,3.7273366666666665,0.10224458751154757
