ts,machine_id,detailed_state_code,state_tag,reason_code,is_planned_stop,idle_reason
2026-03-01 19:10:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 19:16:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 19:20:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 19:22:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 19:32:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 19:36:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 19:38:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 19:46:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 19:47:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 19:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 19:58:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 20:11:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 20:16:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 20:23:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 20:25:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 20:28:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 20:30:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 20:33:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 20:46:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 20:49:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 21:01:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 21:02:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 21:16:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 21:20:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 21:27:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 21:30:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 21:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 21:46:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 21:50:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 22:01:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 22:03:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 22:09:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 22:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 22:20:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 22:24:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 22:37:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 22:39:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 22:52:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 22:54:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 22:56:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 22:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 23:08:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 23:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 23:18:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 23:22:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 23:24:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 23:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 23:32:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-01 23:34:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-01 23:47:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 23:49:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-01 23:51:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-01 23:55:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 00:07:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 00:09:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 00:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 00:25:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 00:27:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 00:31:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 00:42:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 00:43:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 00:45:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 00:46:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 00:53:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 00:57:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 01:00:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 01:02:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 01:13:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 01:17:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 01:25:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 01:26:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 01:30:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 01:40:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 01:42:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 01:49:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 01:50:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 01:58:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 02:00:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 02:14:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 02:16:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 02:18:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 02:32:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 02:34:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 02:42:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 02:46:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 02:52:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 02:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 02:56:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 03:08:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 03:09:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 03:19:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 03:22:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 03:25:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 03:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 03:40:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 03:43:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 03:48:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 03:51:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 03:55:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 04:02:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 04:04:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 04:13:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 04:18:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 04:24:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 04:28:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 04:30:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 04:33:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 04:39:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 04:41:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 04:51:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 04:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 04:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 05:08:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 05:11:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 05:12:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 05:19:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 05:23:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 05:33:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 05:35:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 05:39:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 05:41:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 05:44:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 05:48:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 05:52:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 06:02:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 06:04:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 06:06:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 06:20:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 06:22:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 06:34:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 06:38:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 06:41:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 06:49:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 06:53:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 07:00:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 07:03:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 07:06:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 07:19:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 07:21:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 07:25:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 07:26:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 07:39:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 07:40:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 07:53:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 07:55:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 08:01:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 08:04:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 08:16:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 08:19:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 08:28:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 08:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 08:39:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 08:40:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 08:45:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 08:57:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 09:00:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 09:02:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 09:13:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 09:15:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 09:25:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 09:27:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 09:36:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 09:41:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 09:53:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 09:56:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 10:04:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 10:07:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 10:09:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 10:20:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 10:23:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 10:29:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 10:32:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 10:45:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 10:48:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 10:49:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 10:54:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 10:57:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 11:04:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 11:05:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 11:19:00+00:00,DMU50_001,FAILURE,nem termelő és áll,E101,False,
2026-03-02 11:23:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 11:29:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 11:30:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 11:37:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 11:39:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 11:45:00+00:00,DMU50_001,IDLE,nem termelő,,False,simple_waiting
2026-03-02 11:48:00+00:00,DMU50_001,RUN,termelő,,False,
2026-03-02 12:01:00+00:00,DMU50_001,MICRO_STOP,nem termelő,,False,
2026-03-02 12:02:00+00:00,DMU50_001,RUN,termelő,,False,
