bucket_start,machine_id,system_energy_per_good_part_kwh,availability,performance,quality
2026-03-04 12:00:00+00:00,DMU50_001,4.3452280000000005,0.7875,0.9925928121031876,0.625
2026-03-04 16:00:00+00:00,DMU50_001,4.467026,0.85,0.9951331161276444,0.7142857142857143
2026-03-04 20:00:00+00:00,DMU50_001,5.26611,0.7708333333333334,0.975826295265903,0.6153846153846154
2026-03-05 00:00:00+00:00,DMU50_001,4.548762222222222,0.7416666666666667,0.9753133559898628,0.6923076923076923
2026-03-05 04:00:00+00:00,DMU50_001,4.669681111111111,0.775,0.9873586510486696,0.6923076923076923
2026-03-05 08:00:00+00:00,DMU50_001,6.56826,0.7666666666666667,0.9743170893023054,0.6
2026-03-05 12:00:00+00:00,DMU50_001,4.215085,0.7833333333333333,0.984234163105078,0.6666666666666666
2026-03-05 16:00:00+00:00,DMU50_001,5.15045125,0.7541666666666667,0.968890895178116,0.7272727272727273
2026-03-05 20:00:00+00:00,DMU50_001,5.24893375,0.7916666666666666,0.9769909959193304,0.6666666666666666
2026-03-06 00:00:00+00:00,DMU50_001,5.1582550000000005,0.7791666666666667,0.9822768429835804,0.6153846153846154
2026-03-06 04:00:00+00:00,DMU50_001,4.250541,0.8125,0.9813215195879376,0.7142857142857143
2026-03-06 08:00:00+00:00,DMU50_001,4.753080000000001,0.7666666666666667,0.9866736995609612,0.6428571428571429
2026-03-06 12:00:00+00:00,DMU50_001,4.28268,0.7916666666666666,0.9772591482967266,0.6666666666666666
2026-03-06 16:00:00+00:00,DMU50_001,5.17704,0.7958333333333333,0.9728773900087272,0.6666666666666666
2026-03-06 20:00:00+00:00,DMU50_001,5.847601428571429,0.8083333333333333,0.9717666243197636,0.6363636363636364
2026-03-07 00:00:00+00:00,DMU50_001,4.93075125,0.7333333333333333,0.9790870347180924,0.6666666666666666
2026-03-07 04:00:00+00:00,DMU50_001,3.945268181818182,0.7458333333333333,0.9779971026835832,0.6875
2026-03-07 08:00:00+00:00,DMU50_001,3.893029090909091,0.725,0.9821961732594052,0.6875
2026-03-07 12:00:00+00:00,DMU50_001,4.9867975,0.7208333333333333,0.982870626432778,0.6666666666666666
2026-03-07 16:00:00+00:00,DMU50_001,5.0546425,0.8,0.9860189770435293,0.6666666666666666
2026-03-07 20:00:00+00:00,DMU50_001,5.267515,0.7958333333333333,0.9672183505501558,0.6666666666666666
2026-03-08 00:00:00+00:00,DMU50_001,4.81393,0.8333333333333334,0.9867834276048868,0.6428571428571429
2026-03-08 04:00:00+00:00,DMU50_001,4.958538750000001,0.7458333333333333,0.9869358718098024,0.6666666666666666
2026-03-08 08:00:00+00:00,DMU50_001,4.622217777777778,0.775,0.990286682890126,0.6923076923076923
2026-03-08 12:00:00+00:00,DMU50_001,6.55385,0.8041666666666667,0.9939518264681436,0.6
2026-03-08 16:00:00+00:00,DMU50_001,3.7025275,0.7833333333333333,0.9884730315726524,0.7058823529411765
2026-03-08 20:00:00+00:00,DMU50_001,4.455054,0.8333333333333334,0.9890527170985433,0.6666666666666666
2026-03-09 00:00:00+00:00,DMU50_001,5.602248571428571,0.7625,0.9918648251461588,0.6363636363636364
2026-03-09 04:00:00+00:00,DMU50_001,5.2159025,0.8208333333333333,0.9809644045226592,0.6666666666666666
2026-03-09 08:00:00+00:00,DMU50_001,4.742104444444444,0.8291666666666667,0.9872354648532076,0.6428571428571429
2026-03-09 12:00:00+00:00,DMU50_001,4.858736666666666,0.8541666666666666,0.9865167208396352,0.6923076923076923
2026-03-09 16:00:00+00:00,DMU50_001,4.630122222222223,0.8333333333333334,0.9732876155604618,0.6923076923076923
2026-03-09 20:00:00+00:00,DMU50_001,4.768544444444444,0.7916666666666666,0.9806805923310776,0.6428571428571429
2026-03-10 00:00:00+00:00,DMU50_001,4.45363,0.8125,0.9797287643438416,0.6666666666666666
2026-03-10 04:00:00+00:00,DMU50_001,4.307017272727273,0.8708333333333333,0.989845831511742,0.6470588235294118
2026-03-10 08:00:00+00:00,DMU50_001,4.393981,0.825,0.97727337076199,0.6666666666666666
2026-03-10 12:00:00+00:00,DMU50_001,5.19282125,0.85,0.9724987484143712,0.7272727272727273
2026-03-10 16:00:00+00:00,DMU50_001,4.189833,0.7583333333333333,0.9859873706174256,0.6666666666666666
2026-03-10 20:00:00+00:00,DMU50_001,5.44175875,0.8125,0.979931973122426,0.6153846153846154
2026-03-11 00:00:00+00:00,DMU50_001,5.08462625,0.7916666666666666,0.991152276468412,0.6666666666666666
2026-03-11 04:00:00+00:00,DMU50_001,4.462889,0.8291666666666667,0.9913735875850782,0.6666666666666666
2026-03-11 08:00:00+00:00,DMU50_001,5.354625,0.8458333333333333,0.9775062010549628,0.6666666666666666
2026-03-11 12:00:00+00:00,DMU50_001,5.12941625,0.7791666666666667,0.9885866699748782,0.6666666666666666
2026-03-11 16:00:00+00:00,DMU50_001,5.15839875,0.8125,0.9951295841730932,0.7272727272727273
2026-03-11 20:00:00+00:00,DMU50_001,4.460197,0.8375,0.9783597783885232,0.6666666666666666
2026-03-12 00:00:00+00:00,DMU50_001,4.669654444444444,0.7875,0.993241695040708,0.6428571428571429
2026-03-12 04:00:00+00:00,DMU50_001,4.319586,0.8041666666666667,0.9910371489640007,0.6666666666666666
2026-03-12 08:00:00+00:00,DMU50_001,5.11540625,0.7625,0.9749554306088865,0.6666666666666666
2026-03-12 12:00:00+00:00,DMU50_001,4.898744444444445,0.7875,0.980577773598165,0.6428571428571429
2026-03-12 16:00:00+00:00,DMU50_001,5.1959800000000005,0.825,0.9763843263130024,0.7272727272727273
2026-03-12 20:00:00+00:00,DMU50_001,4.750432222222222,0.8333333333333334,0.9916402761079984,0.6428571428571429
2026-03-13 00:00:00+00:00,DMU50_001,4.780352222222223,0.8,0.9642851347874362,0.6428571428571429
2026-03-13 04:00:00+00:00,DMU50_001,4.148785999999999,0.7625,0.9769470404984424,0.7142857142857143
2026-03-13 08:00:00+00:00,DMU50_001,5.15651375,0.7708333333333334,0.9923036925605008,0.6153846153846154
2026-03-13 12:00:00+00:00,DMU50_001,4.569368,0.8666666666666667,0.9800192737123832,0.6666666666666666
2026-03-13 16:00:00+00:00,DMU50_001,4.273435,0.8125,0.9917255793368878,0.6666666666666666
2026-03-13 20:00:00+00:00,DMU50_001,5.09486625,0.7625,0.9899233097203368,0.7272727272727273
2026-03-14 00:00:00+00:00,DMU50_001,4.7764766666666665,0.7625,0.974540348988936,0.6428571428571429
2026-03-14 04:00:00+00:00,DMU50_001,4.639918888888889,0.8041666666666667,0.9841219599312302,0.6923076923076923
2026-03-14 08:00:00+00:00,DMU50_001,4.360613,0.7833333333333333,0.959786683047026,0.6666666666666666
2026-03-14 12:00:00+00:00,DMU50_001,4.376213,0.7958333333333333,0.9716225846897896,0.6666666666666666
2026-03-14 16:00:00+00:00,DMU50_001,4.451933,0.8333333333333334,0.9847288534830504,0.625
2026-03-14 20:00:00+00:00,DMU50_001,4.432322,0.8375,0.970892161765082,0.6666666666666666
2026-03-15 00:00:00+00:00,DMU50_001,5.396140000000001,0.7208333333333333,0.9733753624588872,0.7
2026-03-15 04:00:00+00:00,DMU50_001,4.150415454545454,0.8416666666666667,0.9759856446761596,0.6875
2026-03-15 08:00:00+00:00,DMU50_001,4.462341111111112,0.7166666666666667,0.9947397692103256,0.6428571428571429
2026-03-15 12:00:00+00:00,DMU50_001,4.785797777777778,0.8375,0.9773520275732948,0.6428571428571429
2026-03-15 16:00:00+00:00,DMU50_001,5.669772857142857,0.7791666666666667,0.9829711942631928,0.7
2026-03-15 20:00:00+00:00,DMU50_001,3.937963636363636,0.7333333333333333,0.9909467520874904,0.6875
2026-03-16 00:00:00+00:00,DMU50_001,5.1906975,0.7875,0.9906328946728626,0.6153846153846154
2026-03-16 04:00:00+00:00,DMU50_001,4.4689570000000005,0.8416666666666667,0.9771446454307412,0.6666666666666666
2026-03-16 08:00:00+00:00,DMU50_001,4.556487777777778,0.7666666666666667,0.976010603882948,0.6923076923076923
2026-03-16 12:00:00+00:00,DMU50_001,4.635518888888889,0.8,0.995873080305798,0.6923076923076923
2026-03-16 16:00:00+00:00,DMU50_001,4.495208,0.8333333333333334,0.9873006363905628,0.625
2026-03-16 20:00:00+00:00,DMU50_001,5.1370525,0.7875,0.9572436432272294,0.6666666666666666
2026-03-17 00:00:00+00:00,DMU50_001,4.603953333333333,0.8083333333333333,0.983565987230564,0.6923076923076923
2026-03-17 04:00:00+00:00,DMU50_001,5.674784285714286,0.75,0.9797506255867054,0.6363636363636364
2026-03-17 08:00:00+00:00,DMU50_001,5.28478,0.8,0.9910121010563716,0.6666666666666666
2026-03-17 12:00:00+00:00,DMU50_001,3.793920833333333,0.8666666666666667,0.9828409029617738,0.7058823529411765
2026-03-17 16:00:00+00:00,DMU50_001,4.1270500000000006,0.8375,0.9832698304901142,0.6470588235294118
2026-03-17 20:00:00+00:00,DMU50_001,4.765424444444444,0.8458333333333333,0.9989181928507213,0.6923076923076923
2026-03-18 00:00:00+00:00,DMU50_001,4.307332000000001,0.7791666666666667,0.9979509623382432,0.6666666666666666
2026-03-18 04:00:00+00:00,DMU50_001,4.324298000000001,0.825,0.991010930249948,0.6666666666666666
2026-03-18 08:00:00+00:00,DMU50_001,5.37792375,0.8208333333333333,0.9873427560377586,0.6153846153846154
2026-03-18 12:00:00+00:00,DMU50_001,4.301412,0.8,0.9660613239323618,0.6666666666666666
2026-03-18 16:00:00+00:00,DMU50_001,4.611549999999999,0.8541666666666666,0.970726325051894,0.6666666666666666
2026-03-18 20:00:00+00:00,DMU50_001,4.83105625,0.7458333333333333,0.9698935687876564,0.7272727272727273
2026-03-19 00:00:00+00:00,DMU50_001,5.799618571428572,0.7791666666666667,0.993621147063528,0.6363636363636364
2026-03-19 04:00:00+00:00,DMU50_001,5.21244875,0.7833333333333333,0.9928715694218794,0.6666666666666666
2026-03-19 08:00:00+00:00,DMU50_001,4.285284545454545,0.875,0.9775712328471776,0.6875
2026-03-19 12:00:00+00:00,DMU50_001,4.260003,0.775,0.9821402264101078,0.6666666666666666
2026-03-19 16:00:00+00:00,DMU50_001,5.852127142857142,0.7958333333333333,0.9769069400018284,0.6363636363636364
2026-03-19 20:00:00+00:00,DMU50_001,4.535977777777778,0.7458333333333333,0.9847171892232552,0.6923076923076923
2026-03-20 00:00:00+00:00,DMU50_001,6.431518333333333,0.7666666666666667,0.9907676482308604,0.6666666666666666
2026-03-20 04:00:00+00:00,DMU50_001,5.40266375,0.8291666666666667,0.9703324770437078,0.6153846153846154
2026-03-20 08:00:00+00:00,DMU50_001,4.468098888888889,0.7291666666666666,0.9813486340201208,0.6923076923076923
2026-03-20 12:00:00+00:00,DMU50_001,4.633531111111111,0.7458333333333333,0.979276980090782,0.6428571428571429
2026-03-20 16:00:00+00:00,DMU50_001,5.545844285714286,0.7875,0.975396344415318,0.7
2026-03-20 20:00:00+00:00,DMU50_001,4.403049,0.8333333333333334,0.978128974610171,0.6666666666666666
2026-03-21 00:00:00+00:00,DMU50_001,4.764747777777778,0.8166666666666667,0.9831083133401152,0.6428571428571429
2026-03-21 04:00:00+00:00,DMU50_001,5.37921625,0.8041666666666667,0.9787484352259392,0.6666666666666666
2026-03-21 08:00:00+00:00,DMU50_001,4.420767,0.8333333333333334,0.979434686060224,0.6666666666666666
2026-03-21 12:00:00+00:00,DMU50_001,5.46326875,0.825,0.9699274170982872,0.6666666666666666
2026-03-21 16:00:00+00:00,DMU50_001,5.163831249999999,0.7666666666666667,0.9844297733264992,0.6666666666666666
2026-03-21 20:00:00+00:00,DMU50_001,4.251689000000001,0.8166666666666667,0.977589627805686,0.7142857142857143
2026-03-22 00:00:00+00:00,DMU50_001,4.649298888888889,0.7625,0.970438592032237,0.6428571428571429
2026-03-22 04:00:00+00:00,DMU50_001,5.754898571428571,0.7625,0.9776991768144208,0.6363636363636364
2026-03-22 08:00:00+00:00,DMU50_001,4.092342727272727,0.8291666666666667,0.9904519612381304,0.6875
2026-03-22 12:00:00+00:00,DMU50_001,4.803025555555555,0.7916666666666666,0.9913909498280644,0.6428571428571429
2026-03-22 16:00:00+00:00,DMU50_001,4.671231111111111,0.7791666666666667,0.9683059487426746,0.6923076923076923
2026-03-22 20:00:00+00:00,DMU50_001,4.762176666666666,0.8166666666666667,0.97775007485899,0.6428571428571429
2026-03-23 00:00:00+00:00,DMU50_001,5.73281,0.7833333333333333,0.9843873639999444,0.7
2026-03-23 04:00:00+00:00,DMU50_001,4.786445555555556,0.825,0.9692500665171616,0.6923076923076923
2026-03-23 08:00:00+00:00,DMU50_001,4.760487777777778,0.8333333333333334,0.9934368239110504,0.6428571428571429
2026-03-23 12:00:00+00:00,DMU50_001,4.660993333333334,0.8291666666666667,0.9805641408041426,0.6923076923076923
2026-03-23 16:00:00+00:00,DMU50_001,5.2720375,0.8291666666666667,1.0017539868340906,0.6153846153846154
2026-03-23 20:00:00+00:00,DMU50_001,4.97764125,0.7375,0.96495980362694,0.6666666666666666
2026-03-24 00:00:00+00:00,DMU50_001,4.440385,0.8416666666666667,0.97380465478625,0.6666666666666666
2026-03-24 04:00:00+00:00,DMU50_001,3.7722925,0.8291666666666667,0.9918460960883012,0.7058823529411765
2026-03-24 08:00:00+00:00,DMU50_001,4.828127777777778,0.8333333333333334,0.9836263544340124,0.6428571428571429
2026-03-24 12:00:00+00:00,DMU50_001,5.20053375,0.8125,0.9849456027523502,0.6666666666666666
2026-03-24 16:00:00+00:00,DMU50_001,4.726522222222222,0.8,0.9763164369775412,0.6428571428571429
2026-03-24 20:00:00+00:00,DMU50_001,4.318398,0.825,0.985650094216553,0.7142857142857143
2026-03-25 00:00:00+00:00,DMU50_001,4.616494444444445,0.7916666666666666,0.9798457373557456,0.6428571428571429
2026-03-25 04:00:00+00:00,DMU50_001,5.0994925,0.7666666666666667,0.9810830438938948,0.6666666666666666
2026-03-25 08:00:00+00:00,DMU50_001,4.641970000000001,0.8083333333333333,0.986618936470758,0.6923076923076923
2026-03-25 12:00:00+00:00,DMU50_001,4.554677777777778,0.7291666666666666,0.9849456101981854,0.6428571428571429
2026-03-25 16:00:00+00:00,DMU50_001,5.0626375,0.7458333333333333,0.970982161329054,0.6666666666666666
2026-03-25 20:00:00+00:00,DMU50_001,5.500938571428572,0.7333333333333333,0.9634271639556544,0.7
2026-03-26 00:00:00+00:00,DMU50_001,5.1199975,0.7333333333333333,0.9811665574829808,0.6153846153846154
2026-03-26 04:00:00+00:00,DMU50_001,5.00949375,0.7875,0.995264485817195,0.6666666666666666
2026-03-26 08:00:00+00:00,DMU50_001,4.665836666666667,0.7708333333333334,0.9921000588025972,0.6923076923076923
2026-03-26 12:00:00+00:00,DMU50_001,4.704878888888889,0.8125,0.989846686888868,0.6428571428571429
2026-03-26 16:00:00+00:00,DMU50_001,4.862653333333333,0.8,0.992003194565208,0.6923076923076923
2026-03-26 20:00:00+00:00,DMU50_001,5.0328775,0.7416666666666667,0.976441539631321,0.6666666666666666
2026-03-27 00:00:00+00:00,DMU50_001,4.629082222222222,0.775,0.97310543007574,0.6923076923076923
2026-03-27 04:00:00+00:00,DMU50_001,5.6872428571428575,0.7375,0.9928537284449904,0.6363636363636364
2026-03-27 08:00:00+00:00,DMU50_001,4.428362,0.8583333333333333,0.9760286426867064,0.6666666666666666
2026-03-27 12:00:00+00:00,DMU50_001,4.587112222222221,0.7625,0.9707630026891838,0.6923076923076923
2026-03-27 16:00:00+00:00,DMU50_001,4.395677,0.7625,0.9786179018741518,0.6666666666666666
2026-03-27 20:00:00+00:00,DMU50_001,5.177251249999999,0.7958333333333333,0.975525215808154,0.6666666666666666
2026-03-28 00:00:00+00:00,DMU50_001,5.34732875,0.8166666666666667,0.9809742197002412,0.6153846153846154
2026-03-28 04:00:00+00:00,DMU50_001,4.8739325,0.775,0.990957113511116,0.7272727272727273
2026-03-28 08:00:00+00:00,DMU50_001,4.435925,0.8083333333333333,1.0038063292291366,0.6666666666666666
2026-03-28 12:00:00+00:00,DMU50_001,5.17378375,0.7875,0.9793419826330022,0.6666666666666666
2026-03-28 16:00:00+00:00,DMU50_001,4.3528590000000005,0.8291666666666667,0.98951438697964,0.625
2026-03-28 20:00:00+00:00,DMU50_001,4.753492222222223,0.8083333333333333,0.9750629347261386,0.6923076923076923
2026-03-29 00:00:00+00:00,DMU50_001,4.234813,0.7333333333333333,0.9733164241082292,0.6666666666666666
2026-03-29 04:00:00+00:00,DMU50_001,4.164701,0.7208333333333333,0.9828621878935948,0.6666666666666666
2026-03-29 08:00:00+00:00,DMU50_001,4.409035,0.8,1.0005640347700429,0.6666666666666666
2026-03-29 12:00:00+00:00,DMU50_001,4.7675366666666665,0.825,0.979863014510138,0.6428571428571429
2026-03-29 16:00:00+00:00,DMU50_001,4.199033999999999,0.775,1.0027574174264016,0.7142857142857143
2026-03-29 20:00:00+00:00,DMU50_001,5.047242499999999,0.725,0.9674793727088092,0.6153846153846154
2026-03-30 00:00:00+00:00,DMU50_001,4.055182727272728,0.8166666666666667,0.9736744178238376,0.6875
2026-03-30 04:00:00+00:00,DMU50_001,4.744062222222222,0.8125,0.978188053194986,0.6428571428571429
2026-03-30 08:00:00+00:00,DMU50_001,4.670375555555555,0.7916666666666666,0.9733762409674872,0.6923076923076923
2026-03-30 12:00:00+00:00,DMU50_001,6.1779866666666665,0.7416666666666667,1.001962839901977,0.6666666666666666
2026-03-30 16:00:00+00:00,DMU50_001,4.694852222222222,0.8,0.9737801248433456,0.6923076923076923
2026-03-30 20:00:00+00:00,DMU50_001,4.477626,0.85,0.997708853361598,0.6666666666666666
2026-03-31 00:00:00+00:00,DMU50_001,5.791948571428571,0.825,1.0012764188347605,0.6363636363636364
2026-03-31 04:00:00+00:00,DMU50_001,6.256496666666666,0.6833333333333333,0.9593591480890766,0.6
